FID,DATASET,DATA_TEAM,RECORD_ID,REFERENCE,TYPE_REF,DATA_TYPE,DATA_AIM,SITE_NAME_CODE,AREA_HA,MUNICIPALITY,STATE,COUNTRY,LAT_Y_PUNT,LONG_X_PUN,ID_Camera,PRECISION,DATUM,ORDER,FAMILY,GENUS,SPECIES,IUCN_STATUS,COL_START_DAY,COL_START_MO,COL_START_YR,COL_END_DAY,COL_END_MO,COL_END_YR,METHOD,CAM_TYPE,BAIT,OCCUR,N_RECORDS,EST_ABUN,EST_ABUN_METHOD,LIFE_STAGE,EFFORT_N,IND_CAM,MIN_DIST_C,MAX_DIST_C,NAME_AP,DESIG,DESIG_TYPE,IUCN_CAT_AP,STATUS_YR,Cover_Nivel_1,Cover_Nivel_2,Cover_Nivel_3,OBSERVATIONS
113,LEF_PUJ_Wilson Restrepo Hamburguer,"Pinedo-Cano, Natalia; Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0253,"Restrepo Hamburger, W. (2014). Efectos sobre la abundancia relativa de mamÃ­feros medianos y grandes ante la presencia de una carretera cercana al remanente de bosque seco tropical de la reserva natural Mamancana, Santa Marta, Colombia. Trabajo de Grad",Thesis,Abundance,Primary,Reserva Natural Mamancana,613,Santa Marta,Magdalena,Colombia,11.140499,-74.20895,NA,NA,WGS84,Artiodactyla,Cervidae,Mazama,Mazama sanctaemartae,NE,0,3,2014,0,8,2014,camera trap,Bushnell Trophy Cam,NO,1,8,2.139037,RAI,NA,374,0,NA,NA,Reserva Natural Mamancana,Civil Society Nature Reserve,National,VI,NA,2. Agricultural territories,2.3. Pastures,2.3.3. Weeded Pastures,NA
114,LEF_PUJ_Wilson Restrepo Hamburguer,"Pinedo-Cano, Natalia; Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0254,"Restrepo Hamburger, W. (2014). Efectos sobre la abundancia relativa de mamÃ­feros medianos y grandes ante la presencia de una carretera cercana al remanente de bosque seco tropical de la reserva natural Mamancana, Santa Marta, Colombia. Trabajo de Grad",Thesis,Abundance,Primary,Reserva Natural Mamancana,614,Santa Marta,Magdalena,Colombia,11.140499,-74.20895,NA,NA,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,0,3,2014,0,8,2014,camera trap,Bushnell Trophy Cam,NO,1,3,0.802139,RAI,NA,374,0,NA,NA,Reserva Natural Mamancana,Civil Society Nature Reserve,National,VI,NA,2. Agricultural territories,2.3. Pastures,2.3.3. Weeded Pastures,NA
115,LEF_PUJ_Wilson Restrepo Hamburguer,"Pinedo-Cano, Natalia; Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0255,"Restrepo Hamburger, W. (2014). Efectos sobre la abundancia relativa de mamÃ­feros medianos y grandes ante la presencia de una carretera cercana al remanente de bosque seco tropical de la reserva natural Mamancana, Santa Marta, Colombia. Trabajo de Grad",Thesis,Abundance,Primary,Reserva Natural Mamancana,615,Santa Marta,Magdalena,Colombia,11.140499,-74.20895,NA,NA,WGS84,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,LC,0,3,2014,0,8,2014,camera trap,Bushnell Trophy Cam,NO,1,3,0.802139,RAI,NA,374,0,NA,NA,Reserva Natural Mamancana,Civil Society Nature Reserve,National,VI,NA,2. Agricultural territories,2.3. Pastures,2.3.3. Weeded Pastures,NA
116,LEF_PUJ_Wilson Restrepo Hamburguer,"Pinedo-Cano, Natalia; Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0256,"Restrepo Hamburger, W. (2014). Efectos sobre la abundancia relativa de mamÃ­feros medianos y grandes ante la presencia de una carretera cercana al remanente de bosque seco tropical de la reserva natural Mamancana, Santa Marta, Colombia. Trabajo de Grad",Thesis,Abundance,Primary,Reserva Natural Mamancana,616,Santa Marta,Magdalena,Colombia,11.140499,-74.20895,NA,NA,WGS84,Carnivora,Mustelidae,Eira,Eira barbara,LC,0,3,2014,0,8,2014,camera trap,Bushnell Trophy Cam,NO,1,2,0.534759,RAI,NA,374,0,NA,NA,Reserva Natural Mamancana,Civil Society Nature Reserve,National,VI,NA,2. Agricultural territories,2.3. Pastures,2.3.3. Weeded Pastures,NA
117,LEF_PUJ_Wilson Restrepo Hamburguer,"Pinedo-Cano, Natalia; Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0257,"Restrepo Hamburger, W. (2014). Efectos sobre la abundancia relativa de mamÃ­feros medianos y grandes ante la presencia de una carretera cercana al remanente de bosque seco tropical de la reserva natural Mamancana, Santa Marta, Colombia. Trabajo de Grad",Thesis,Abundance,Primary,Reserva Natural Mamancana,617,Santa Marta,Magdalena,Colombia,11.140499,-74.20895,NA,NA,WGS84,Carnivora,Felidae,Leopardus,Leopardus pardalis,LC,0,3,2014,0,8,2014,camera trap,Bushnell Trophy Cam,NO,1,1,0.26738,RAI,NA,374,0,NA,NA,Reserva Natural Mamancana,Civil Society Nature Reserve,National,VI,NA,2. Agricultural territories,2.3. Pastures,2.3.3. Weeded Pastures,NA
118,LEF_PUJ_Wilson Restrepo Hamburguer,"Pinedo-Cano, Natalia; Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0258,"Restrepo Hamburger, W. (2014). Efectos sobre la abundancia relativa de mamÃ­feros medianos y grandes ante la presencia de una carretera cercana al remanente de bosque seco tropical de la reserva natural Mamancana, Santa Marta, Colombia. Trabajo de Grad",Thesis,Abundance,Primary,Reserva Natural Mamancana,618,Santa Marta,Magdalena,Colombia,11.140499,-74.20895,NA,NA,WGS84,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,LC,0,3,2014,0,8,2014,camera trap,Bushnell Trophy Cam,NO,1,1,0.26738,RAI,NA,374,0,NA,NA,Reserva Natural Mamancana,Civil Society Nature Reserve,National,VI,NA,2. Agricultural territories,2.3. Pastures,2.3.3. Weeded Pastures,NA
119,LEF-PUJ_Becerril,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0259,"Ramirez Hernandez L M (2019). Estudio de Biodiversidad Mina Calenturitas, Temporada de Lluvias. INERCO ConsultorÃ­aColombia. Occurrence dataset https://doi.org/10.15472/uecnoz accessed via GBIF.org on 2022-12-28.",Database,Abundance,Primary,Maracas-Tucuy,0,Becerril,Cesar,Colombia,9.69235,-73.44999,NA,NA,WGS84,Pilosa,Myrmecophagidae,Tamandua,Tamandua mexicana,LC,16,10,2015,28,10,2015,camera trap,Bushnell Trophy Cam,YES,1,1,0.769231,RAI,NA,130,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
120,LEF-PUJ_Becerril,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0260,"Ramirez Hernandez L M (2019). Estudio de Biodiversidad Mina Calenturitas, Temporada de Lluvias. INERCO ConsultorÃ­aColombia. Occurrence dataset https://doi.org/10.15472/uecnoz accessed via GBIF.org on 2022-12-28.",Database,Abundance,Primary,Maracas-Tucuy,0,Becerril,Cesar,Colombia,9.69235,-73.44999,NA,NA,WGS84,Rodentia,Sciuridae,Sciurus,Sciurus granatensis,LC,16,10,2015,28,10,2015,camera trap,Bushnell Trophy Cam,YES,1,1,0.769231,RAI,NA,130,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
121,LEF-PUJ_Becerril,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0261,"Ramirez Hernandez L M (2019). Estudio de Biodiversidad Mina Calenturitas, Temporada de Lluvias. INERCO ConsultorÃ­aColombia. Occurrence dataset https://doi.org/10.15472/uecnoz accessed via GBIF.org on 2022-12-28.",Database,Abundance,Primary,Maracas-Tucuy,0,Becerril,Cesar,Colombia,9.69219,-73.44991,NA,NA,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,16,10,2015,28,10,2015,camera trap,Bushnell Trophy Cam,YES,1,1,0.769231,RAI,NA,130,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
122,LEF-PUJ_Becerril,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0262,"Ramirez Hernandez L M (2019). Estudio de Biodiversidad Mina Calenturitas, Temporada de Lluvias. INERCO ConsultorÃ­aColombia. Occurrence dataset https://doi.org/10.15472/uecnoz accessed via GBIF.org on 2022-12-28.",Database,Abundance,Primary,Maracas-Tucuy,0,Becerril,Cesar,Colombia,9.69219,-73.44991,NA,NA,WGS84,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,LC,16,10,2015,28,10,2015,camera trap,Bushnell Trophy Cam,YES,1,1,0.769231,RAI,NA,130,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
123,LEF-PUJ_Becerril,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0263,"Ramirez Hernandez L M (2019). Estudio de Biodiversidad Mina Calenturitas, Temporada de Lluvias. INERCO ConsultorÃ­aColombia. Occurrence dataset https://doi.org/10.15472/uecnoz accessed via GBIF.org on 2022-12-28.",Database,Abundance,Primary,Maracas-Tucuy,0,Becerril,Cesar,Colombia,9.69263,-73.45042,NA,NA,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,16,10,2015,28,10,2015,camera trap,Bushnell Trophy Cam,YES,1,1,0.769231,RAI,NA,130,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
124,LEF-PUJ_Becerril,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0264,"Ramirez Hernandez L M (2019). Estudio de Biodiversidad Mina Calenturitas, Temporada de Lluvias. INERCO ConsultorÃ­aColombia. Occurrence dataset https://doi.org/10.15472/uecnoz accessed via GBIF.org on 2022-12-28.",Database,Abundance,Primary,Maracas-Tucuy,0,Becerril,Cesar,Colombia,9.69263,-73.45042,NA,NA,WGS84,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus sp,NE,16,10,2015,28,10,2015,camera trap,Bushnell Trophy Cam,YES,1,1,0.769231,RAI,NA,130,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
125,LEF-PUJ_Becerril,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0265,"Ramirez Hernandez L M (2019). Estudio de Biodiversidad Mina Calenturitas, Temporada de Lluvias. INERCO ConsultorÃ­aColombia. Occurrence dataset https://doi.org/10.15472/uecnoz accessed via GBIF.org on 2022-12-28.",Database,Abundance,Primary,Maracas-Tucuy,0,Becerril,Cesar,Colombia,9.69193,-73.44991,NA,NA,WGS84,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,LC,16,10,2015,28,10,2015,camera trap,Bushnell Trophy Cam,YES,1,1,0.769231,RAI,NA,130,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
126,LEF-PUJ_Becerril,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0266,"Ramirez Hernandez L M (2019). Estudio de Biodiversidad Mina Calenturitas, Temporada de Lluvias. INERCO ConsultorÃ­aColombia. Occurrence dataset https://doi.org/10.15472/uecnoz accessed via GBIF.org on 2022-12-28.",Database,Abundance,Primary,Maracas-Tucuy,0,Becerril,Cesar,Colombia,9.69193,-73.44991,NA,NA,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,16,10,2015,28,10,2015,camera trap,Bushnell Trophy Cam,YES,1,1,0.769231,RAI,NA,130,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
127,LEF-PUJ_Becerril,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0267,"Ramirez Hernandez L M (2019). Estudio de Biodiversidad Mina Calenturitas, Temporada de Lluvias. INERCO ConsultorÃ­aColombia. Occurrence dataset https://doi.org/10.15472/uecnoz accessed via GBIF.org on 2022-12-28.",Database,Abundance,Primary,Bajo inundable,0,Becerril,Cesar,Colombia,9.71358,-73.45436,NA,NA,WGS84,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,LC,16,10,2015,28,10,2015,camera trap,Bushnell Trophy Cam,YES,1,1,0.769231,RAI,NA,130,0,NA,NA,NA,NA,NA,NA,NA,1. Artificialized territories,1.3. Mining extraction areas and waste dumps,1.3.1. Mineral extraction sites,NA
128,LEF-PUJ_Becerril,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0268,"Ramirez Hernandez L M (2019). Estudio de Biodiversidad Mina Calenturitas, Temporada de Lluvias. INERCO ConsultorÃ­aColombia. Occurrence dataset https://doi.org/10.15472/uecnoz accessed via GBIF.org on 2022-12-28.",Database,Abundance,Primary,Bajo inundable,0,Becerril,Cesar,Colombia,9.71358,-73.45436,NA,NA,WGS84,Carnivora,Felidae,Leopardus,Leopardus pardalis,LC,16,10,2015,28,10,2015,camera trap,Bushnell Trophy Cam,YES,1,1,0.769231,RAI,NA,130,0,NA,NA,NA,NA,NA,NA,NA,1. Artificialized territories,1.3. Mining extraction areas and waste dumps,1.3.1. Mineral extraction sites,NA
129,LEF-PUJ_Becerril,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0269,"Ramirez Hernandez L M (2019). Estudio de Biodiversidad Mina Calenturitas, Temporada de Lluvias. INERCO ConsultorÃ­aColombia. Occurrence dataset https://doi.org/10.15472/uecnoz accessed via GBIF.org on 2022-12-28.",Database,Abundance,Primary,Bajo inundable,0,Becerril,Cesar,Colombia,9.71407,-73.45586,NA,NA,WGS84,Rodentia,Caviidae,Hydrochoerus,Hydrochoerus isthmius,DD,16,10,2015,28,10,2015,camera trap,Bushnell Trophy Cam,YES,1,1,0.769231,RAI,NA,130,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.4. Pasture mosaic with natural spaces,NA
130,LEF-PUJ_Becerril,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0270,"Ramirez Hernandez L M (2019). Estudio de Biodiversidad Mina Calenturitas, Temporada de Lluvias. INERCO ConsultorÃ­aColombia. Occurrence dataset https://doi.org/10.15472/uecnoz accessed via GBIF.org on 2022-12-28.",Database,Abundance,Primary,Caimancito,0,Becerril,Cesar,Colombia,9.6953,-73.50034,NA,NA,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,16,10,2015,28,10,2015,camera trap,Bushnell Trophy Cam,YES,1,2,1.538462,RAI,NA,130,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
131,LEF-PUJ_Becerril,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0271,"Ramirez Hernandez L M (2019). Estudio de Biodiversidad Mina Calenturitas, Temporada de Lluvias. INERCO ConsultorÃ­aColombia. Occurrence dataset https://doi.org/10.15472/uecnoz accessed via GBIF.org on 2022-12-28.",Database,Abundance,Primary,Caimancito,0,Becerril,Cesar,Colombia,9.69848,-73.50026,NA,NA,WGS84,Artiodactyla,Cervidae,Mazama,Mazama sanctaemartae,NE,16,10,2015,28,10,2015,camera trap,Bushnell Trophy Cam,YES,1,1,0.769231,RAI,NA,130,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
132,LEF-PUJ_Becerril,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0272,"Ramirez Hernandez L M (2019). Estudio de Biodiversidad Mina Calenturitas, Temporada de Lluvias. INERCO ConsultorÃ­aColombia. Occurrence dataset https://doi.org/10.15472/uecnoz accessed via GBIF.org on 2022-12-28.",Database,Abundance,Primary,Caimancito,0,Becerril,Cesar,Colombia,9.6991,-73.50185,NA,NA,WGS84,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,LC,16,10,2015,28,10,2015,camera trap,Bushnell Trophy Cam,YES,1,1,0.769231,RAI,NA,130,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
133,LEF-PUJ_Becerril,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0273,"Ramirez Hernandez L M (2019). Estudio de Biodiversidad Mina Calenturitas, Temporada de Lluvias. INERCO ConsultorÃ­aColombia. Occurrence dataset https://doi.org/10.15472/uecnoz accessed via GBIF.org on 2022-12-28.",Database,Abundance,Primary,Caimancito,0,Becerril,Cesar,Colombia,9.70021,-73.50135,NA,NA,WGS84,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,LC,16,10,2015,28,10,2015,camera trap,Bushnell Trophy Cam,YES,1,1,0.769231,RAI,NA,130,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
134,LEF-PUJ_Mojana2018_IAvH,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0274,NA,Unpublished,Abundance,Primary,Flores,0,San Marcos,Sucre,Colombia,8.553361,-75.196167,NA,NA,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,1,4,2018,30,4,2018,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,19,4.52381,RAI,NA,420,1440,300,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
135,LEF-PUJ_Mojana2018_IAvH,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0275,NA,Unpublished,Abundance,Primary,Flores,0,San Marcos,Sucre,Colombia,8.553361,-75.196167,NA,NA,WGS84,Carnivora,Felidae,Leopardus,Leopardus pardalis,LC,1,4,2018,30,4,2018,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,19,4.52381,RAI,NA,420,1440,300,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
136,LEF-PUJ_Mojana2018_IAvH,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0276,NA,Unpublished,Abundance,Primary,Flores,0,San Marcos,Sucre,Colombia,8.553361,-75.196167,NA,NA,WGS84,Carnivora,Felidae,Puma,Puma concolor,LC,1,4,2018,30,4,2018,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,3,0.714286,RAI,NA,420,1440,300,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
137,LEF-PUJ_Mojana2018_IAvH,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0277,NA,Unpublished,Abundance,Primary,Flores,0,San Marcos,Sucre,Colombia,8.553361,-75.196167,NA,NA,WGS84,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,LC,1,4,2018,30,4,2018,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,21,5,RAI,NA,420,1440,300,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
138,LEF-PUJ_Mojana2018_IAvH,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0278,NA,Unpublished,Abundance,Primary,Flores,0,San Marcos,Sucre,Colombia,8.553361,-75.196167,NA,NA,WGS84,Cingulata,Chlamyphoridae,Cabassous,Cabassous centralis,DD,1,4,2018,30,4,2018,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,2,0.47619,RAI,NA,420,1440,300,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
139,LEF-PUJ_Mojana2018_IAvH,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0279,NA,Unpublished,Abundance,Primary,Flores,0,San Marcos,Sucre,Colombia,8.553361,-75.196167,NA,NA,WGS84,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,LC,1,4,2018,30,4,2018,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,5,1.190476,RAI,NA,420,1440,300,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
140,LEF-PUJ_Mojana2018_IAvH,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0280,NA,Unpublished,Abundance,Primary,Flores,0,San Marcos,Sucre,Colombia,8.553361,-75.196167,NA,NA,WGS84,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,LC,1,4,2018,30,4,2018,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,25,5.952381,RAI,NA,420,1440,300,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
141,LEF-PUJ_Mojana2018_IAvH,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0281,NA,Unpublished,Abundance,Primary,Flores,0,San Marcos,Sucre,Colombia,8.553361,-75.196167,NA,NA,WGS84,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus sp,NE,1,4,2018,30,4,2018,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,1,0.238095,RAI,NA,420,1440,300,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
142,LEF-PUJ_Mojana2018_IAvH,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0282,NA,Unpublished,Abundance,Primary,Flores,0,San Marcos,Sucre,Colombia,8.553361,-75.196167,NA,NA,WGS84,Pilosa,Myrmecophagidae,Tamandua,Tamandua mexicana,LC,1,4,2018,30,4,2018,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,4,0.952381,RAI,NA,420,1440,300,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
143,LEF-PUJ_Mojana2018_IAvH,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0283,NA,Unpublished,Abundance,Primary,Flores,0,San Marcos,Sucre,Colombia,8.553361,-75.196167,NA,NA,WGS84,Rodentia,Caviidae,Hydrochoerus,Hydrochoerus isthmius,DD,1,4,2018,30,4,2018,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,1,0.238095,RAI,NA,420,1440,300,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
144,LEF-PUJ_Mojana2018_IAvH,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0284,NA,Unpublished,Abundance,Primary,Torno,0,San Marcos,Sucre,Colombia,8.555037,-75.09853,NA,NA,WGS84,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,LC,1,4,2018,30,4,2018,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,2,1.666667,RAI,NA,120,1440,300,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
