FID,DATASET,DATA_TEAM,RECORD_ID,REFERENCE,TYPE_REF,DATA_TYPE,DATA_AIM,SITE_NAME_CODE,AREA_HA,MUNICIPALITY,STATE,COUNTRY,LAT_Y_PUNT,LONG_X_PUN,ID_Camera,PRECISION,DATUM,ORDER,FAMILY,GENUS,SPECIES,IUCN_STATUS,COL_START_DAY,COL_START_MO,COL_START_YR,COL_END_DAY,COL_END_MO,COL_END_YR,METHOD,CAM_TYPE,BAIT,OCCUR,N_RECORDS,EST_ABUN,EST_ABUN_METHOD,LIFE_STAGE,EFFORT_N,IND_CAM,MIN_DIST_C,MAX_DIST_C,NAME_AP,DESIG,DESIG_TYPE,IUCN_CAT_AP,STATUS_YR,Cover_Nivel_1,Cover_Nivel_2,Cover_Nivel_3,OBSERVATIONS
215,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0056,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Nuevo Mexico,0,San Juan Nepomuceno,Bolívar,Colombia,9.963783,-75.131867,NA,NA,WGS84,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,LC,0,0,0,0,0,2016,camera trap,NA,NO,1,0,0,NA,NA,172,0,NA, ,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.5. Mosaic of crops with natural spaces,NA
216,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0020,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Nuevo Mexico,0,San Juan Nepomuceno,Bolívar,Colombia,9.96145,-75.123683,NA,NA,WGS84,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,LC,0,0,0,0,0,2018,camera trap,NA,NO,1,0,0,NA,NA,172,0,NA, ,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.3. Weeded Pastures,NA
217,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0064,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Nuevo Mexico,0,San Juan Nepomuceno,Bolívar,Colombia,9.96145,-75.123683,NA,NA,WGS84,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus sp,NE,0,0,2020,0,0,2020,camera trap,NA,NO,1,0,0,NA,NA,172,0,NA, ,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.3. Weeded Pastures,NA
218,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0000,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Paramo,0,San Juan Nepomuceno,Bolívar,Colombia,9.928067,-75.156367,NA,NA,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,0,0,0,0,0,2017,camera trap,NA,NO,1,0,0,NA,NA,142,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
219,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0008,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Paramo,0,San Juan Nepomuceno,Bolívar,Colombia,9.928067,-75.156367,NA,NA,WGS84,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,LC,0,0,0,0,0,2017,camera trap,NA,NO,1,0,0,NA,NA,142,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
220,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0015,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Paramo,0,San Juan Nepomuceno,Bolívar,Colombia,9.928067,-75.156367,NA,NA,WGS84,Carnivora,Procyonidae,Potos,Potos flavus,LC,0,0,0,0,0,2020,camera trap,NA,NO,1,0,0,NA,NA,142,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
221,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0016,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Paramo,0,San Juan Nepomuceno,Bolívar,Colombia,9.928067,-75.156367,NA,NA,WGS84,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,LC,0,0,2020,0,0,2020,camera trap,NA,NO,1,0,0,NA,NA,142,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
222,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0023,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Paramo,0,San Juan Nepomuceno,Bolívar,Colombia,9.928067,-75.156367,NA,NA,WGS84,Carnivora,Mustelidae,Eira,Eira barbara,LC,0,0,2020,0,0,2020,camera trap,NA,NO,1,0,0,NA,NA,142,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
223,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0031,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Paramo,0,San Juan Nepomuceno,Bolívar,Colombia,9.928067,-75.156367,NA,NA,WGS84,Carnivora,Felidae,Leopardus,Leopardus pardalis,LC,0,0,0,0,0,2016,camera trap,NA,NO,1,0,0,NA,NA,142,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
224,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0045,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Paramo,0,San Juan Nepomuceno,Bolívar,Colombia,9.928067,-75.156367,NA,NA,WGS84,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,LC,0,0,2020,0,0,2020,camera trap,NA,NO,1,0,0,NA,NA,142,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
225,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0058,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Paramo,0,San Juan Nepomuceno,Bolívar,Colombia,9.935283,-75.154817,NA,NA,WGS84,Artiodactyla,Tayassuidae,Dicotyles,Dicotyles tajacu,LC,0,0,2020,0,0,2020,camera trap,NA,NO,1,0,0,NA,NA,170,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
226,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0009,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Pintura,0,San Juan Nepomuceno,Bolívar,Colombia,9.910383,-75.159967,NA,NA,WGS84,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,LC,0,0,0,0,0,2017,camera trap,NA,NO,1,0,0,NA,NA,171,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.4. Gallery and riparian forest,NA
227,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0024,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Pintura,0,San Juan Nepomuceno,Bolívar,Colombia,9.910383,-75.159967,NA,NA,WGS84,Carnivora,Mustelidae,Eira,Eira barbara,LC,0,0,2020,0,0,2020,camera trap,NA,NO,1,0,0,NA,NA,171,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.4. Gallery and riparian forest,NA
228,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0046,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Pintura,0,San Juan Nepomuceno,Bolívar,Colombia,9.910383,-75.159967,NA,NA,WGS84,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,LC,0,0,0,0,0,2016,camera trap,NA,NO,1,0,0,NA,NA,171,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.4. Gallery and riparian forest,NA
229,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0059,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Pintura,0,San Juan Nepomuceno,Bolívar,Colombia,9.910383,-75.159967,NA,NA,WGS84,Artiodactyla,Tayassuidae,Dicotyles,Dicotyles tajacu,LC,0,0,2020,0,0,2020,camera trap,NA,NO,1,0,0,NA,NA,171,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.4. Gallery and riparian forest,NA
230,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0017,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Pintura,0,San Juan Nepomuceno,Bolívar,Colombia,9.910767,-75.157383,NA,NA,WGS84,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,LC,0,0,2020,0,0,2020,camera trap,NA,NO,1,0,0,NA,NA,171,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.4. Gallery and riparian forest,NA
231,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0032,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Pintura,0,San Juan Nepomuceno,Bolívar,Colombia,9.910767,-75.157383,NA,NA,WGS84,Carnivora,Felidae,Leopardus,Leopardus pardalis,LC,0,0,2020,0,0,2020,camera trap,NA,NO,1,0,0,NA,NA,171,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.4. Gallery and riparian forest,NA
232,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0052,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Pintura,0,San Juan Nepomuceno,Bolívar,Colombia,9.910767,-75.157383,NA,NA,WGS84,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,LC,0,0,2020,0,0,2020,camera trap,NA,NO,1,0,0,NA,NA,171,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.4. Gallery and riparian forest,NA
233,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0003,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Raicero,0,San Juan Nepomuceno,Bolívar,Colombia,9.96155,-75.148417,NA,NA,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,0,0,2020,0,0,2020,camera trap,NA,NO,1,0,0,NA,NA,173,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.1. Dense forest,NA
234,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0012,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Raicero,0,San Juan Nepomuceno,Bolívar,Colombia,9.96155,-75.148417,NA,NA,WGS84,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,LC,0,0,0,0,0,2018,camera trap,NA,NO,1,0,0,NA,NA,173,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.1. Dense forest,NA
235,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0019,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Raicero,0,San Juan Nepomuceno,Bolívar,Colombia,9.96155,-75.148417,NA,NA,WGS84,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,LC,0,0,2020,0,0,2020,camera trap,NA,NO,1,0,0,NA,NA,173,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.1. Dense forest,NA
236,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0035,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Raicero,0,San Juan Nepomuceno,Bolívar,Colombia,9.96155,-75.148417,NA,NA,WGS84,Carnivora,Felidae,Leopardus,Leopardus pardalis,LC,0,0,2020,0,0,2020,camera trap,NA,NO,1,0,0,NA,NA,173,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.1. Dense forest,NA
237,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0055,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Raicero,0,San Juan Nepomuceno,Bolívar,Colombia,9.96155,-75.148417,NA,NA,WGS84,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,LC,0,0,0,0,0,2017,camera trap,NA,NO,1,0,0,NA,NA,173,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.1. Dense forest,NA
238,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0027,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Raicero,0,San Juan Nepomuceno,Bolívar,Colombia,9.9592,-75.151983,NA,NA,WGS84,Carnivora,Mustelidae,Eira,Eira barbara,LC,0,0,2020,0,0,2020,camera trap,NA,NO,1,0,0,NA,NA,173,0,NA, ,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,"2.4.3. Mosaic of crops, pastures and natural spaces",NA
239,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0048,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Raicero,0,San Juan Nepomuceno,Bolívar,Colombia,9.9592,-75.151983,NA,NA,WGS84,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,LC,0,0,2020,0,0,2020,camera trap,NA,NO,1,0,0,NA,NA,173,0,NA, ,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,"2.4.3. Mosaic of crops, pastures and natural spaces",NA
240,MamiferosColombia_fototrampeo,"Narvaez, S.",IAvH:CBB:ACZ:MAMMALIA:OBSERVACIONCONMAQUINA:I2D-BIO_2021_008:705,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Abundance,Primary,Sabana de Rubia,0,San JosÃ© del Oriente,Cesar,Colombia,10.35922,-72.92368,NA,NA,WGS84,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus,VU,15,12,2015,30,12,2015,camera trap,NA,NO,1,1,5,NA,NA,20,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.3. Fragmented forest,male
241,MamiferosColombia_fototrampeo,"Narvaez, S.",IAvH:CBB:ACZ:MAMMALIA:OBSERVACIONCONMAQUINA:I2D-BIO_2021_008:706,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Abundance,Primary,Sabana de Rubia,0,San JosÃ© del Oriente,Cesar,Colombia,10.29339,-72.92621,NA,NA,WGS84,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus,VU,15,12,2015,30,12,2015,camera trap,NA,NO,1,1,5,NA,NA,20,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.2. Shrub,male
242,MamiferosColombia_fototrampeo,"Narvaez, S.",IAvH:CBB:ACZ:MAMMALIA:OBSERVACIONCONMAQUINA:I2D-BIO_2021_008:912,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Cantarana,0,Cienaga,Magdalena,Colombia,10.91559,-74.0772,NA,NA,WGS84,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,LC,30,8,2019,15,10,2019,camera trap,NA,NO,1,0,0,NA,NA,9,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.3. Fragmented forest,NA
243,MamiferosColombia_fototrampeo,"Narvaez, S.",IAvH:CBB:ACZ:MAMMALIA:OBSERVACIONCONMAQUINA:I2D-BIO_2021_008:913,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Cerro azul,0,Cienaga,Magdalena,Colombia,10.83099,-74.04627,NA,NA,WGS84,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,LC,30,8,2019,15,10,2019,camera trap,NA,NO,1,0,0,NA,NA,9,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.1. Dense forest,NA
244,MamiferosColombia_fototrampeo,"Narvaez, S.",IAvH:CBB:ACZ:MAMMALIA:OBSERVACIONCONMAQUINA:I2D-BIO_2021_008:914,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Cerro azul,0,Cienaga,Magdalena,Colombia,10.83137,-74.04556,NA,NA,WGS84,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,LC,30,8,2019,15,10,2019,camera trap,NA,NO,1,0,0,NA,NA,9,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.1. Dense forest,NA
245,MamiferosColombia_fototrampeo,"Narvaez, S.",IAvH:CBB:ACZ:MAMMALIA:OBSERVACIONCONMAQUINA:I2D-BIO_2021_008:9707,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda El Naranjo,0,Don Gabriel,Sucre,Colombia,9.6269,-75.2976,NA,NA,WGS84,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,LC,15,10,2018,8,11,2018,camera trap,NA,NO,1,0,0,NA,NA,50,0,NA, ,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.4. Pasture mosaic with natural spaces,NA
246,MamiferosColombia_fototrampeo,"Narvaez, S.",IAvH:CBB:ACZ:MAMMALIA:OBSERVACIONCONMAQUINA:I2D-BIO_2021_008:9709,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda El Naranjo,0,Don Gabriel,Sucre,Colombia,9.6269,-75.2976,NA,NA,WGS84,Carnivora,Felidae,Leopardus,Leopardus pardalis,LC,15,10,2018,8,11,2018,camera trap,NA,NO,1,0,0,NA,NA,50,0,NA, ,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.4. Pasture mosaic with natural spaces,NA
247,MamiferosColombia_fototrampeo,"Narvaez, S.",IAvH:CBB:ACZ:MAMMALIA:OBSERVACIONCONMAQUINA:I2D-BIO_2021_008:9710,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda El Naranjo,0,Don Gabriel,Sucre,Colombia,9.6269,-75.2976,NA,NA,WGS84,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,LC,15,10,2018,8,11,2018,camera trap,NA,NO,1,0,0,NA,NA,50,0,NA, ,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.4. Pasture mosaic with natural spaces,NA
248,MamiferosColombia_fototrampeo,"Narvaez, S.",IAvH:CBB:ACZ:MAMMALIA:OBSERVACIONCONMAQUINA:I2D-BIO_2021_008:9703,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,"Vereda La Esmeralda, Estacion Primates",0,Coloso,Sucre,Colombia,9.5298,-75.3517,NA,NA,WGS84,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,LC,11,2,2018,17,10,2018,camera trap,NA,NO,1,0,0,NA,NA,220,0,NA, ,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
249,MamiferosColombia_fototrampeo,"Narvaez, S.",IAvH:CBB:ACZ:MAMMALIA:OBSERVACIONCONMAQUINA:I2D-BIO_2021_008:9704,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,"Vereda La Esmeralda, Estacion Primates",0,Coloso,Sucre,Colombia,9.5298,-75.3517,NA,NA,WGS84,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,LC,11,2,2018,17,10,2018,camera trap,NA,NO,1,0,0,NA,NA,220,0,NA, ,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
