FID,DATASET,DATA_TEAM,RECORD_ID,REFERENCE,TYPE_REF,DATA_TYPE,DATA_AIM,SITE_NAME_CODE,AREA_HA,MUNICIPALITY,STATE,COUNTRY,LAT_Y_PUNT,LONG_X_PUN,ID_Camera,PRECISION,DATUM,ORDER,FAMILY,GENUS,SPECIES,IUCN_STATUS,COL_START_DAY,COL_START_MO,COL_START_YR,COL_END_DAY,COL_END_MO,COL_END_YR,METHOD,CAM_TYPE,BAIT,OCCUR,N_RECORDS,EST_ABUN,EST_ABUN_METHOD,LIFE_STAGE,EFFORT_CAM,IND_CAM,MIN_DIST_C,MAX_DIST_C,NAME_AP,DESIG,DESIG_TYPE,IUCN_CAT_AP,STATUS_YR,Cover_Nivel_1,Cover_Nivel_2,Cover_Nivel_3,OBSERVATIONS
123,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_004,NA,Unpublished,Abundancia,Secundario,Villa Marti­n,0,HATONUEVO,La Guajira,Colombia,NA,NA,CA2,NA,WGS84,Carnivora,Felidae,Herpailurus,Herpailurus yagouaroundi,LC,23,11,2019,8,1,2020,Camara trampa,NA,NO,1,1,2.173913,NA,NA,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_005,NA,Unpublished,Abundancia,Secundario,Villa Marti­n,0,HATONUEVO,La Guajira,Colombia,NA,NA,CA2,NA,WGS84,Carnivora,Mephitidae,Conepatus,Conepatus semistriatus,LC,23,11,2019,8,1,2020,Camara trampa,NA,NO,1,1,2.173913,NA,NA,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_006,NA,Unpublished,Abundancia,Secundario,Cabecera municipal de Albania,0,ALBANIA (La Guajira),La Guajira,Colombia,NA,NA,CA4,NA,WGS84,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus sp,NE,23,11,2019,8,1,2020,Camara trampa,NA,NO,1,4,8.695652,NA,NA,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_007,NA,Unpublished,Abundancia,Secundario,Cabecera municipal de Albania,0,ALBANIA (La Guajira),La Guajira,Colombia,NA,NA,CA4,NA,WGS84,Artiodactyla,Cervidae,Mazama,Mazama sanctaemartae,NE,23,11,2019,8,1,2020,Camara trampa,NA,NO,1,3,6.521739,NA,NA,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_008,NA,Unpublished,Abundancia,Secundario,Cabecera municipal de Albania,0,ALBANIA (La Guajira),La Guajira,Colombia,NA,NA,CA4,NA,WGS84,Artiodactyla,Tayassuidae,Dicotyles,Dicotyles tajacu,LC,23,11,2019,8,1,2020,Camara trampa,NA,NO,1,10,21.73913,NA,NA,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_009,NA,Unpublished,Abundancia,Secundario,Cabecera municipal de Albania,0,ALBANIA (La Guajira),La Guajira,Colombia,NA,NA,CA3,NA,WGS84,Artiodactyla,Cervidae,Mazama,Mazama sanctaemartae,NE,23,11,2019,8,1,2020,Camara trampa,NA,NO,1,2,4.347826,NA,NA,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_010,NA,Unpublished,Abundancia,Secundario,Cabecera municipal de Albania,0,ALBANIA (La Guajira),La Guajira,Colombia,NA,NA,CA6,NA,WGS84,Pilosa,Myrmecophagidae,Tamandua,Tamandua mexicana,LC,23,11,2019,8,1,2020,Camara trampa,NA,NO,1,1,2.173913,NA,NA,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_011,NA,Unpublished,Abundancia,Secundario,Cabecera municipal de Albania,0,ALBANIA (La Guajira),La Guajira,Colombia,NA,NA,CA6,NA,WGS84,Carnivora,Mustelidae,Eira,Eira barbara,LC,23,11,2019,8,1,2020,Camara trampa,NA,NO,1,1,2.173913,NA,NA,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_012,NA,Unpublished,Abundancia,Secundario,Corregimiento de Porciosa,0,ALBANIA (La Guajira),La Guajira,Colombia,NA,NA,CA8,NA,WGS84,Carnivora,Mephitidae,Conepatus,Conepatus semistriatus,LC,23,11,2019,8,1,2020,Camara trampa,NA,NO,1,1,2.173913,NA,NA,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_013,NA,Unpublished,Abundancia,Secundario,Corregimiento de Porciosa,0,ALBANIA (La Guajira),La Guajira,Colombia,NA,NA,CA8,NA,WGS84,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,LC,23,11,2019,8,1,2020,Camara trampa,NA,NO,1,1,2.173913,NA,NA,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_014,NA,Unpublished,Abundancia,Secundario,Cabecera municipal de Albania,0,ALBANIA (La Guajira),La Guajira,Colombia,NA,NA,CA7,NA,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,23,11,2019,8,1,2020,Camara trampa,NA,NO,1,1,2.173913,NA,NA,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_015,NA,Unpublished,Abundancia,Secundario,Cabecera municipal de Albania,0,ALBANIA (La Guajira),La Guajira,Colombia,NA,NA,CA7,NA,WGS84,Carnivora,Mephitidae,Conepatus,Conepatus semistriatus,LC,23,11,2019,8,1,2020,Camara trampa,NA,NO,1,2,4.347826,NA,NA,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_016,NA,Unpublished,Abundancia,Secundario,Cabecera municipal de Albania,0,ALBANIA (La Guajira),La Guajira,Colombia,NA,NA,CA7,NA,WGS84,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,LC,23,11,2019,8,1,2020,Camara trampa,NA,NO,1,1,2.173913,NA,NA,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_017,NA,Unpublished,Abundancia,Secundario,Cabecera municipal de Albania,0,ALBANIA (La Guajira),La Guajira,Colombia,NA,NA,CA7,NA,WGS84,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,LC,23,11,2019,8,1,2020,Camara trampa,NA,NO,1,4,8.695652,NA,NA,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_018,NA,Unpublished,Abundancia,Secundario,Corregimiento de Papayal,0,BARRANCAS,La Guajira,Colombia,NA,NA,CA14,NA,WGS84,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,LC,23,12,2019,8,1,2020,Camara trampa,NA,NO,1,1,6.25,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_019,NA,Unpublished,Abundancia,Secundario,Corregimiento de Papayal,0,BARRANCAS,La Guajira,Colombia,NA,NA,CA14,NA,WGS84,Rodentia,Sciuridae,Sciurus,Sciurus granatensis,LC,23,12,2019,8,1,2020,Camara trampa,NA,NO,1,1,6.25,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_020,NA,Unpublished,Abundancia,Secundario,Corregimiento de Papayal,0,BARRANCAS,La Guajira,Colombia,NA,NA,CA14,NA,WGS84,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,LC,23,12,2019,8,1,2020,Camara trampa,NA,NO,1,1,6.25,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_021,NA,Unpublished,Abundancia,Secundario,Corregimiento de Papayal,0,BARRANCAS,La Guajira,Colombia,NA,NA,CA14,NA,WGS84,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,LC,23,12,2019,8,1,2020,Camara trampa,NA,NO,1,1,6.25,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_022,NA,Unpublished,Abundancia,Secundario,Corregimiento de Papayal,0,BARRANCAS,La Guajira,Colombia,NA,NA,CA14,NA,WGS84,Artiodactyla,Cervidae,Mazama,Mazama sanctaemartae,NE,23,12,2019,8,1,2020,Camara trampa,NA,NO,1,1,6.25,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_023,NA,Unpublished,Abundancia,Secundario,Corregimiento de Papayal,0,BARRANCAS,La Guajira,Colombia,NA,NA,CA15,NA,WGS84,Carnivora,Felidae,Panthera,Panthera onca,NT,23,12,2019,8,1,2020,Camara trampa,NA,NO,1,5,31.25,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_024,NA,Unpublished,Abundancia,Secundario,Corregimiento de Papayal,0,BARRANCAS,La Guajira,Colombia,NA,NA,CA15,NA,WGS84,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,LC,23,12,2019,8,1,2020,Camara trampa,NA,NO,1,2,12.5,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_025,NA,Unpublished,Abundancia,Secundario,Corregimiento de Papayal,0,BARRANCAS,La Guajira,Colombia,NA,NA,CA15,NA,WGS84,Carnivora,Mephitidae,Conepatus,Conepatus semistriatus,LC,23,12,2019,8,1,2020,Camara trampa,NA,NO,1,1,6.25,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_026,NA,Unpublished,Abundancia,Secundario,Corregimiento de Papayal,0,BARRANCAS,La Guajira,Colombia,NA,NA,CA15,NA,WGS84,Carnivora,Felidae,Leopardus,Leopardus pardalis,LC,23,12,2019,8,1,2020,Camara trampa,NA,NO,1,1,6.25,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_027,NA,Unpublished,Abundancia,Secundario,Corregimiento de Papayal,0,BARRANCAS,La Guajira,Colombia,NA,NA,CA16,NA,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,23,12,2019,8,1,2020,Camara trampa,NA,NO,1,3,18.75,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_028,NA,Unpublished,Abundancia,Secundario,Corregimiento de Papayal,0,BARRANCAS,La Guajira,Colombia,NA,NA,CA16,NA,WGS84,Carnivora,Felidae,Leopardus,Leopardus pardalis,LC,23,12,2019,8,1,2020,Camara trampa,NA,NO,1,5,31.25,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_029,NA,Unpublished,Abundancia,Secundario,Corregimiento de Papayal,0,BARRANCAS,La Guajira,Colombia,NA,NA,CA16,NA,WGS84,Artiodactyla,Cervidae,Mazama,Mazama sanctaemartae,NE,23,12,2019,8,1,2020,Camara trampa,NA,NO,1,19,118.75,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_030,NA,Unpublished,Abundancia,Secundario,Corregimiento de Papayal,0,BARRANCAS,La Guajira,Colombia,NA,NA,CA13,NA,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,23,12,2019,8,1,2020,Camara trampa,NA,NO,1,1,6.25,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_031,NA,Unpublished,Abundancia,Secundario,Corregimiento de Papayal,0,BARRANCAS,La Guajira,Colombia,NA,NA,CA13,NA,WGS84,Rodentia,Sciuridae,Sciurus,Sciurus granatensis,LC,23,12,2019,8,1,2020,Camara trampa,NA,NO,1,1,6.25,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_032,NA,Unpublished,Abundancia,Secundario,Corregimiento de San pedro,0,BARRANCAS,La Guajira,Colombia,NA,NA,CA13,NA,WGS84,Carnivora,Felidae,Leopardus,Leopardus wiedii,NT,23,12,2019,8,1,2020,Camara trampa,NA,NO,1,1,6.25,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_033,NA,Unpublished,Abundancia,Secundario,Corregimiento de San pedro,0,BARRANCAS,La Guajira,Colombia,NA,NA,CA17,NA,WGS84,Primate,Cebidae,Cebus,Cebus malitiosus,EN,23,12,2019,8,1,2020,Camara trampa,NA,NO,1,1,6.25,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_034,NA,Unpublished,Abundancia,Secundario,Corregimiento de San pedro,0,BARRANCAS,La Guajira,Colombia,NA,NA,CA17,NA,WGS84,Carnivora,Felidae,Leopardus,Leopardus pardalis,LC,23,12,2019,8,1,2020,Camara trampa,NA,NO,1,2,12.5,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_035,NA,Unpublished,Abundancia,Secundario,Corregimiento de San pedro,0,BARRANCAS,La Guajira,Colombia,NA,NA,CA17,NA,WGS84,Artiodactyla,Cervidae,Mazama,Mazama sanctaemartae,NE,23,12,2019,8,1,2020,Camara trampa,NA,NO,1,2,12.5,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_036,NA,Unpublished,Abundancia,Secundario,Corregimiento de San pedro,0,BARRANCAS,La Guajira,Colombia,NA,NA,CA17,NA,WGS84,Artiodactyla,Tayassuidae,Dicotyles,Dicotyles tajacu,LC,23,12,2019,8,1,2020,Camara trampa,NA,NO,1,2,12.5,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_037,NA,Unpublished,Abundancia,Secundario,Corregimiento de San pedro,0,BARRANCAS,La Guajira,Colombia,NA,NA,CA17,NA,WGS84,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus sp,NE,23,12,2019,8,1,2020,Camara trampa,NA,NO,1,1,6.25,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_038,NA,Unpublished,Abundancia,Secundario,Corregimiento de San pedro,0,BARRANCAS,La Guajira,Colombia,NA,NA,CA12,NA,WGS84,Artiodactyla,Cervidae,Mazama,Mazama sanctaemartae,NE,23,12,2019,8,1,2020,Camara trampa,NA,NO,1,2,12.5,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_039,NA,Unpublished,Abundancia,Secundario,Corregimiento de San pedro,0,BARRANCAS,La Guajira,Colombia,NA,NA,CA11,NA,WGS84,Primate,Cebidae,Cebus,Cebus malitiosus,EN,23,12,2019,8,1,2020,Camara trampa,NA,NO,1,2,12.5,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_040,NA,Unpublished,Abundancia,Secundario,Corregimiento de San pedro,0,BARRANCAS,La Guajira,Colombia,NA,NA,CA11,NA,WGS84,Carnivora,Mephitidae,Conepatus,Conepatus semistriatus,LC,23,12,2019,8,1,2020,Camara trampa,NA,NO,1,1,6.25,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_041,NA,Unpublished,Abundancia,Secundario,Corregimiento de San pedro,0,BARRANCAS,La Guajira,Colombia,NA,NA,CA11,NA,WGS84,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,LC,23,12,2019,8,1,2020,Camara trampa,NA,NO,1,1,6.25,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_042,NA,Unpublished,Abundancia,Secundario,Corregimiento de San pedro,0,BARRANCAS,La Guajira,Colombia,NA,NA,CA11,NA,WGS84,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,LC,23,12,2019,8,1,2020,Camara trampa,NA,NO,1,1,6.25,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_043,NA,Unpublished,Abundancia,Secundario,Corregimiento de San pedro,0,BARRANCAS,La Guajira,Colombia,NA,NA,CA11,NA,WGS84,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,LC,23,12,2019,8,1,2020,Camara trampa,NA,NO,1,2,12.5,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,CamiloRamos_Matriz de registros_LCR_2019,"Ramos-Madera, C.",CRM_044,NA,Unpublished,Abundancia,Secundario,El Mamey,0,Dibulla,La Guajira,Colombia,11.191833,-73.351056,TC 1-Poligono 1,NA,WGS84,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,LC,0,0,0,29,11,2018,Camara trampa,NA,NO,1,1,6.666667,NA,NA,15,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
164,CamiloRamos_Matriz de registros_LCR_2019,"Ramos-Madera, C.",CRM_045,NA,Unpublished,Abundancia,Secundario,El Mamey,0,Dibulla,La Guajira,Colombia,11.189389,-73.356667,TC 3-Poligono 1,NA,WGS84,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,LC,0,0,0,1,11,2018,Camara trampa,NA,NO,1,1,6.666667,NA,NA,15,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,"2.4.3. Mosaic of crops, pastures and natural spaces",NA
165,CamiloRamos_Matriz de registros_LCR_2019,"Ramos-Madera, C.",CRM_046,NA,Unpublished,Abundancia,Secundario,El Mamey,0,Dibulla,La Guajira,Colombia,11.187333,-73.358361,TC 7- Poligono 1,NA,WGS84,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,LC,0,0,0,28,11,2018,Camara trampa,NA,NO,1,4,26.666667,NA,NA,15,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,"2.4.3. Mosaic of crops, pastures and natural spaces",NA
166,CamiloRamos_Matriz de registros_LCR_2019,"Ramos-Madera, C.",CRM_047,NA,Unpublished,Abundancia,Secundario,El Mamey,0,Dibulla,La Guajira,Colombia,11.187333,-73.358361,TC 7- Poligono 1,NA,WGS84,Artiodactyla,Tayassuidae,Dicotyles,Dicotyles tajacu,LC,0,0,0,3,11,2018,Camara trampa,NA,NO,1,2,13.333333,NA,NA,15,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,"2.4.3. Mosaic of crops, pastures and natural spaces",NA
167,CamiloRamos_Matriz de registros_LCR_2019,"Ramos-Madera, C.",CRM_048,NA,Unpublished,Abundancia,Secundario,La Vainilla,0,Dibulla,La Guajira,Colombia,11.166778,-73.346722,TC 9-Poligono 1,NA,WGS84,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,LC,0,0,0,27,11,2018,Camara trampa,NA,NO,1,3,20,NA,NA,15,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,"2.4.3. Mosaic of crops, pastures and natural spaces",NA
168,CamiloRamos_Matriz de registros_LCR_2019,"Ramos-Madera, C.",CRM_049,NA,Unpublished,Abundancia,Secundario,La Vainilla,0,Dibulla,La Guajira,Colombia,11.166778,-73.346722,TC 9-Poligono 1,NA,WGS84,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,LC,0,0,0,29,11,2018,Camara trampa,NA,NO,1,2,13.333333,NA,NA,15,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,"2.4.3. Mosaic of crops, pastures and natural spaces",NA
169,CamiloRamos_Matriz de registros_LCR_2019,"Ramos-Madera, C.",CRM_050,NA,Unpublished,Abundancia,Secundario,La Vainilla,0,Dibulla,La Guajira,Colombia,11.166806,-73.346722,TC 10-Poligono 1,NA,WGS84,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,LC,0,0,0,28,11,2018,Camara trampa,NA,NO,1,1,6.666667,NA,NA,15,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,"2.4.3. Mosaic of crops, pastures and natural spaces",NA
170,CamiloRamos_Matriz de registros_LCR_2019,"Ramos-Madera, C.",CRM_051,NA,Unpublished,Abundancia,Secundario,La Vainilla,0,Dibulla,La Guajira,Colombia,11.166806,-73.346722,TC 10-Poligono 1,NA,WGS84,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,LC,0,0,0,29,11,2018,Camara trampa,NA,NO,1,2,13.333333,NA,NA,15,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,"2.4.3. Mosaic of crops, pastures and natural spaces",NA
171,CamiloRamos_Matriz de registros_LCR_2019,"Ramos-Madera, C.",CRM_052,NA,Unpublished,Abundancia,Secundario,La Vainilla,0,Dibulla,La Guajira,Colombia,11.147083,-73.38725,TC 16-Poligono 1,NA,WGS84,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,LC,0,0,0,29,11,2018,Camara trampa,NA,NO,1,3,20,NA,NA,15,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.5. Mosaic of crops with natural spaces,NA
172,CamiloRamos_Matriz de registros_LCR_2019,"Ramos-Madera, C.",CRM_053,NA,Unpublished,Abundancia,Secundario,La Vainilla,0,Dibulla,La Guajira,Colombia,11.147083,-73.38725,TC 16-Poligono 1,NA,WGS84,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,LC,0,0,0,6,11,2018,Camara trampa,NA,NO,1,1,6.666667,NA,NA,15,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.5. Mosaic of crops with natural spaces,NA
173,CamiloRamos_Matriz de registros_LCR_2019,"Ramos-Madera, C.",CRM_054,NA,Unpublished,Abundancia,Secundario,Las Pavas,0,Dibulla,La Guajira,Colombia,11.184472,-73.40475,TC 17-Poligono 1,NA,WGS84,Carnivora,Mustelidae,Eira,Eira barbara,LC,0,0,0,29,11,2018,Camara trampa,NA,NO,1,1,6.666667,NA,NA,15,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
174,CamiloRamos_Matriz de registros_LCR_2019,"Ramos-Madera, C.",CRM_055,NA,Unpublished,Abundancia,Secundario,Las Pavas,0,Dibulla,La Guajira,Colombia,11.184472,-73.40475,TC 17-Poligono 1,NA,WGS84,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,LC,0,0,0,29,11,2018,Camara trampa,NA,NO,1,1,6.666667,NA,NA,15,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
175,CamiloRamos_Matriz de registros_LCR_2019,"Ramos-Madera, C.",CRM_056,NA,Unpublished,Abundancia,Secundario,Las Pavas,0,Dibulla,La Guajira,Colombia,11.185111,-73.396083,TC 19-Poligono 1,NA,WGS84,Artiodactyla,Cervidae,Mazama,Mazama sanctaemartae,NE,0,0,0,4,11,2018,Camara trampa,NA,NO,1,1,6.666667,NA,NA,15,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.3. Fragmented forest,NA
176,CamiloRamos_Matriz de registros_LCR_2019,"Ramos-Madera, C.",CRM_057,NA,Unpublished,Abundancia,Secundario,Las Pavas,0,Dibulla,La Guajira,Colombia,11.185111,-73.396083,TC 19-Poligono 1,NA,WGS84,Artiodactyla,Tayassuidae,Dicotyles,Dicotyles tajacu,LC,0,0,0,6,11,2018,Camara trampa,NA,NO,1,1,6.666667,NA,NA,15,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.3. Fragmented forest,NA
