FID,DATASET,DATA_TEAM,RECORD_ID,REFERENCE,TYPE_REF,DATA_TYPE,DATA_AIM,SITE_NAME_CODE,AREA_HA,MUNICIPALITY,STATE,COUNTRY,LAT_Y_PUNT,LONG_X_PUN,ID_Camera,PRECISION,DATUM,ORDER,FAMILY,GENUS,SPECIES,IUCN_STATUS,COL_START_DAY,COL_START_MO,COL_START_YR,COL_END_DAY,COL_END_MO,COL_END_YR,METHOD,CAM_TYPE,BAIT,OCCUR,N_RECORDS,EST_ABUN,EST_ABUN_METHOD,LIFE_STAGE,EFFORT_CAM,IND_CAM,MIN_DIST_C,MAX_DIST_C,NAME_AP,DESIG,DESIG_TYPE,IUCN_CAT_AP,STATUS_YR,Cover_Nivel_1,Cover_Nivel_2,Cover_Nivel_3,OBSERVATIONS
2148,ProCat_Riqueza_GUAJIRA,Procat,ProCat_144,NA,Unpublished,Abundancia,Secundario,El Noni,0,Dibulla,La Guajira,Colombia,11.21127,-73.28966,Bushnell 86,NA,WGS84,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,LC,23,8,2019,4,12,2019,camera trap,Bushnell,NO,1,4,1.197605,RAI,NA,334,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,"2.4.3. Mosaic of crops, pastures and natural spaces",NA
2149,ProCat_Riqueza_GUAJIRA,Procat,ProCat_145,NA,Unpublished,Abundancia,Secundario,El Noni,0,Dibulla,La Guajira,Colombia,11.21127,-73.28966,Bushnell 86,NA,WGS84,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,LC,23,8,2019,4,12,2019,camera trap,Bushnell,NO,1,20,5.988024,RAI,NA,334,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,"2.4.3. Mosaic of crops, pastures and natural spaces",NA
2150,ProCat_Riqueza_GUAJIRA,Procat,ProCat_146,NA,Unpublished,Abundancia,Secundario,El Noni,0,Dibulla,La Guajira,Colombia,11.21127,-73.28966,Bushnell 86,NA,WGS84,Carnivora,Mephitidae,Conepatus,Conepatus semistriatus,LC,23,8,2019,4,12,2019,camera trap,Bushnell,NO,1,2,0.598802,RAI,NA,334,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,"2.4.3. Mosaic of crops, pastures and natural spaces",NA
2151,ProCat_Riqueza_GUAJIRA,Procat,ProCat_147,NA,Unpublished,Abundancia,Secundario,El Noni,0,Dibulla,La Guajira,Colombia,11.21127,-73.28966,Bushnell 86,NA,WGS84,Artiodactyla,Cervidae,Mazama,Mazama sanctaemartae,NE,23,8,2019,4,12,2019,camera trap,Bushnell,NO,1,13,3.892216,RAI,NA,334,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,"2.4.3. Mosaic of crops, pastures and natural spaces",NA
2152,ProCat_Riqueza_GUAJIRA,Procat,ProCat_148,NA,Unpublished,Abundancia,Secundario,El Noni,0,Dibulla,La Guajira,Colombia,11.21127,-73.28966,Bushnell 86,NA,WGS84,Artiodactyla,Tayassuidae,Dicotyles,Dicotyles tajacu,LC,23,8,2019,4,12,2019,camera trap,Bushnell,NO,1,13,3.892216,RAI,NA,334,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,"2.4.3. Mosaic of crops, pastures and natural spaces",NA
2153,ProCat_Riqueza_GUAJIRA,Procat,ProCat_149,NA,Unpublished,Abundancia,Secundario,El Noni,0,Dibulla,La Guajira,Colombia,11.21127,-73.28966,Bushnell 86,NA,WGS84,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,LC,23,8,2019,4,12,2019,camera trap,Bushnell,NO,1,11,3.293413,RAI,NA,334,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,"2.4.3. Mosaic of crops, pastures and natural spaces",NA
2154,ProCat_Riqueza_GUAJIRA,Procat,ProCat_150,NA,Unpublished,Abundancia,Secundario,El Noni,0,Dibulla,La Guajira,Colombia,11.21127,-73.28966,Bushnell 86,NA,WGS84,Pilosa,Myrmecophagidae,Tamandua,Tamandua mexicana,LC,23,8,2019,4,12,2019,camera trap,Bushnell,NO,1,2,0.598802,RAI,NA,334,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,"2.4.3. Mosaic of crops, pastures and natural spaces",NA
2155,ProCat_Riqueza_GUAJIRA,Procat,ProCat_151,NA,Unpublished,Abundancia,Secundario,Sobre la troncal,0,Dibulla,La Guajira,Colombia,11.21943,-73.32481,Bushnell 94,NA,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,28,8,2019,2,12,2019,camera trap,Bushnell,NO,1,5,1.295337,RAI,NA,386,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
2156,ProCat_Riqueza_GUAJIRA,Procat,ProCat_152,NA,Unpublished,Abundancia,Secundario,Sobre la troncal,0,Dibulla,La Guajira,Colombia,11.21943,-73.32481,Bushnell 94,NA,WGS84,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,LC,28,8,2019,2,12,2019,camera trap,Bushnell,NO,1,4,1.036269,RAI,NA,386,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
2157,ProCat_Riqueza_GUAJIRA,Procat,ProCat_153,NA,Unpublished,Abundancia,Secundario,Sobre la troncal,0,Dibulla,La Guajira,Colombia,11.21943,-73.32481,Bushnell 94,NA,WGS84,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,LC,28,8,2019,2,12,2019,camera trap,Bushnell,NO,1,1,0.259067,RAI,NA,386,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
2158,ProCat_Riqueza_GUAJIRA,Procat,ProCat_154,NA,Unpublished,Abundancia,Secundario,Sobre la troncal,0,Dibulla,La Guajira,Colombia,11.21943,-73.32481,Bushnell 94,NA,WGS84,Carnivora,Mephitidae,Conepatus,Conepatus semistriatus,LC,28,8,2019,2,12,2019,camera trap,Bushnell,NO,1,2,0.518135,RAI,NA,386,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
2159,ProCat_Riqueza_GUAJIRA,Procat,ProCat_155,NA,Unpublished,Abundancia,Secundario,Sobre la troncal,0,Dibulla,La Guajira,Colombia,11.21943,-73.32481,Bushnell 94,NA,WGS84,Artiodactyla,Cervidae,Mazama,Mazama sanctaemartae,NE,28,8,2019,2,12,2019,camera trap,Bushnell,NO,1,8,2.072539,RAI,NA,386,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
2160,ProCat_Riqueza_GUAJIRA,Procat,ProCat_156,NA,Unpublished,Abundancia,Secundario,Sobre la troncal,0,Dibulla,La Guajira,Colombia,11.21943,-73.32481,Bushnell 94,NA,WGS84,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,LC,28,8,2019,2,12,2019,camera trap,Bushnell,NO,1,28,7.253886,RAI,NA,386,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
2161,ProCat_Riqueza_GUAJIRA,Procat,ProCat_157,NA,Unpublished,Abundancia,Secundario,Sobre la troncal,0,Dibulla,La Guajira,Colombia,11.21943,-73.32481,Bushnell 94,NA,WGS84,Pilosa,Myrmecophagidae,Tamandua,Tamandua mexicana,LC,28,8,2019,2,12,2019,camera trap,Bushnell,NO,1,2,0.518135,RAI,NA,386,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
2162,ProCat_Riqueza_GUAJIRA,Procat,ProCat_158,NA,Unpublished,Abundancia,Secundario,Sobre la troncal,0,Dibulla,La Guajira,Colombia,11.21943,-73.32481,Bushnell 94,NA,WGS84,Carnivora,Felidae,Leopardus,Leopardus wiedii,NT,28,8,2019,2,12,2019,camera trap,Bushnell,NO,1,9,2.331606,RAI,NA,386,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
2163,ProCat_Riqueza_GUAJIRA,Procat,ProCat_159,NA,Unpublished,Abundancia,Secundario,Mariamina,0,Dibulla,La Guajira,Colombia,11.21957,-73.23486,Bushnell 98,NA,WGS84,Carnivora,Felidae,Leopardus,Leopardus pardalis,LC,30,8,2019,14,9,2020,camera trap,Bushnell,NO,1,2,0.524934,RAI,NA,381,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.4. Pasture mosaic with natural spaces,NA
2164,ProCat_Riqueza_GUAJIRA,Procat,ProCat_160,NA,Unpublished,Abundancia,Secundario,Mariamina,0,Dibulla,La Guajira,Colombia,11.21957,-73.23486,Bushnell 98,NA,WGS84,Carnivora,Felidae,Herpailurus,Herpailurus yagouaroundi,LC,30,8,2019,14,9,2020,camera trap,Bushnell,NO,1,3,0.787402,RAI,NA,381,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.4. Pasture mosaic with natural spaces,NA
2165,ProCat_Riqueza_GUAJIRA,Procat,ProCat_161,NA,Unpublished,Abundancia,Secundario,Mariamina,0,Dibulla,La Guajira,Colombia,11.21957,-73.23486,Bushnell 98,NA,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,30,8,2019,14,9,2020,camera trap,Bushnell,NO,1,3,0.787402,RAI,NA,381,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.4. Pasture mosaic with natural spaces,NA
2166,ProCat_Riqueza_GUAJIRA,Procat,ProCat_162,NA,Unpublished,Abundancia,Secundario,Mariamina,0,Dibulla,La Guajira,Colombia,11.21957,-73.23486,Bushnell 98,NA,WGS84,Carnivora,Mephitidae,Conepatus,Conepatus semistriatus,LC,30,8,2019,14,9,2020,camera trap,Bushnell,NO,1,1,0.262467,RAI,NA,381,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.4. Pasture mosaic with natural spaces,NA
2167,ProCat_Riqueza_GUAJIRA,Procat,ProCat_163,NA,Unpublished,Abundancia,Secundario,Mariamina,0,Dibulla,La Guajira,Colombia,11.21957,-73.23486,Bushnell 98,NA,WGS84,Rodentia,Sciuridae,Sciurus,Sciurus granatensis,LC,30,8,2019,14,9,2020,camera trap,Bushnell,NO,1,1,0.262467,RAI,NA,381,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.4. Pasture mosaic with natural spaces,NA
2168,ProCat_Riqueza_GUAJIRA,Procat,ProCat_164,NA,Unpublished,Abundancia,Secundario,Mariamina,0,Dibulla,La Guajira,Colombia,11.21957,-73.23486,Bushnell 98,NA,WGS84,Artiodactyla,Cervidae,Mazama,Mazama sanctaemartae,NE,30,8,2019,14,9,2020,camera trap,Bushnell,NO,1,5,1.312336,RAI,NA,381,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.4. Pasture mosaic with natural spaces,NA
2169,ProCat_Riqueza_GUAJIRA,Procat,ProCat_165,NA,Unpublished,Abundancia,Secundario,Mariamina,0,Dibulla,La Guajira,Colombia,11.21957,-73.23486,Bushnell 98,NA,WGS84,Pilosa,Myrmecophagidae,Tamandua,Tamandua mexicana,LC,30,8,2019,14,9,2020,camera trap,Bushnell,NO,1,2,0.524934,RAI,NA,381,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.4. Pasture mosaic with natural spaces,NA
2170,ProCat_Riqueza_GUAJIRA,Procat,ProCat_166,NA,Unpublished,Abundancia,Secundario,Mariamina,0,Dibulla,La Guajira,Colombia,11.21957,-73.23486,Bushnell 98,NA,WGS84,Artiodactyla,Cervidae,Odocoileus,Odocoileus cariacou,LC,30,8,2019,14,9,2020,camera trap,Bushnell,NO,1,4,1.049869,RAI,NA,381,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.4. Pasture mosaic with natural spaces,NA
2171,ProCat_Riqueza_GUAJIRA,Procat,ProCat_167,NA,Unpublished,Abundancia,Secundario,Mariamina,0,Dibulla,La Guajira,Colombia,11.21957,-73.23486,Bushnell 98,NA,WGS84,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus sp,NE,30,8,2019,14,9,2020,camera trap,Bushnell,NO,1,3,0.787402,RAI,NA,381,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.4. Pasture mosaic with natural spaces,NA
2172,ProCat_Riqueza_GUAJIRA,Procat,ProCat_168,NA,Unpublished,Abundancia,Secundario,Mariamina,0,Dibulla,La Guajira,Colombia,11.2192,-73.22501,Bushnell 99,NA,WGS84,Carnivora,Felidae,Herpailurus,Herpailurus yagouaroundi,LC,30,8,2019,3,12,2019,camera trap,Bushnell,NO,1,1,1.052632,RAI,NA,95,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.4. Pasture mosaic with natural spaces,NA
2173,ProCat_Riqueza_GUAJIRA,Procat,ProCat_169,NA,Unpublished,Abundancia,Secundario,Mariamina,0,Dibulla,La Guajira,Colombia,11.2192,-73.22501,Bushnell 99,NA,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,30,8,2019,3,12,2019,camera trap,Bushnell,NO,1,2,2.105263,RAI,NA,95,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.4. Pasture mosaic with natural spaces,NA
2174,ProCat_Riqueza_GUAJIRA,Procat,ProCat_170,NA,Unpublished,Abundancia,Secundario,Mariamina,0,Dibulla,La Guajira,Colombia,11.2192,-73.22501,Bushnell 99,NA,WGS84,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,LC,30,8,2019,3,12,2019,camera trap,Bushnell,NO,1,2,2.105263,RAI,NA,95,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.4. Pasture mosaic with natural spaces,NA
2175,ProCat_Riqueza_GUAJIRA,Procat,ProCat_171,NA,Unpublished,Abundancia,Secundario,Mariamina,0,Dibulla,La Guajira,Colombia,11.2192,-73.22501,Bushnell 99,NA,WGS84,Artiodactyla,Cervidae,Mazama,Mazama sanctaemartae,NE,30,8,2019,3,12,2019,camera trap,Bushnell,NO,1,17,17.894737,RAI,NA,95,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.4. Pasture mosaic with natural spaces,NA
2176,ProCat_Riqueza_GUAJIRA,Procat,ProCat_172,NA,Unpublished,Abundancia,Secundario,Campano Viejo,0,Dibulla,La Guajira,Colombia,11.21943,-73.21471,Bushnell 100,NA,WGS84,Carnivora,Felidae,Leopardus,Leopardus pardalis,LC,23,8,2019,4,12,2019,camera trap,Bushnell,NO,1,3,2.912621,RAI,NA,103,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,"2.4.3. Mosaic of crops, pastures and natural spaces",NA
2177,ProCat_Riqueza_GUAJIRA,Procat,ProCat_173,NA,Unpublished,Abundancia,Secundario,Campano Viejo,0,Dibulla,La Guajira,Colombia,11.21943,-73.21471,Bushnell 100,NA,WGS84,Carnivora,Felidae,Herpailurus,Herpailurus yagouaroundi,LC,23,8,2019,4,12,2019,camera trap,Bushnell,NO,1,3,2.912621,RAI,NA,103,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,"2.4.3. Mosaic of crops, pastures and natural spaces",NA
2178,ProCat_Riqueza_GUAJIRA,Procat,ProCat_174,NA,Unpublished,Abundancia,Secundario,Campano Viejo,0,Dibulla,La Guajira,Colombia,11.21943,-73.21471,Bushnell 100,NA,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,23,8,2019,4,12,2019,camera trap,Bushnell,NO,1,13,12.621359,RAI,NA,103,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,"2.4.3. Mosaic of crops, pastures and natural spaces",NA
2179,ProCat_Riqueza_GUAJIRA,Procat,ProCat_175,NA,Unpublished,Abundancia,Secundario,Campano Viejo,0,Dibulla,La Guajira,Colombia,11.21943,-73.21471,Bushnell 100,NA,WGS84,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,LC,23,8,2019,4,12,2019,camera trap,Bushnell,NO,1,11,10.679612,RAI,NA,103,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,"2.4.3. Mosaic of crops, pastures and natural spaces",NA
2180,ProCat_Riqueza_GUAJIRA,Procat,ProCat_176,NA,Unpublished,Abundancia,Secundario,Campano Viejo,0,Dibulla,La Guajira,Colombia,11.21943,-73.21471,Bushnell 100,NA,WGS84,Carnivora,Mephitidae,Conepatus,Conepatus semistriatus,LC,23,8,2019,4,12,2019,camera trap,Bushnell,NO,1,2,1.941748,RAI,NA,103,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,"2.4.3. Mosaic of crops, pastures and natural spaces",NA
2181,ProCat_Riqueza_GUAJIRA,Procat,ProCat_177,NA,Unpublished,Abundancia,Secundario,Campano Viejo,0,Dibulla,La Guajira,Colombia,11.21943,-73.21471,Bushnell 100,NA,WGS84,Rodentia,Sciuridae,Sciurus,Sciurus granatensis,LC,23,8,2019,4,12,2019,camera trap,Bushnell,NO,1,1,0.970874,RAI,NA,103,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,"2.4.3. Mosaic of crops, pastures and natural spaces",NA
2182,ProCat_Riqueza_GUAJIRA,Procat,ProCat_178,NA,Unpublished,Abundancia,Secundario,Campano Viejo,0,Dibulla,La Guajira,Colombia,11.21943,-73.21471,Bushnell 100,NA,WGS84,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,LC,23,8,2019,4,12,2019,camera trap,Bushnell,NO,1,35,33.980583,RAI,NA,103,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,"2.4.3. Mosaic of crops, pastures and natural spaces",NA
2183,ProCat_Riqueza_GUAJIRA,Procat,ProCat_179,NA,Unpublished,Abundancia,Secundario,Campano Viejo,0,Dibulla,La Guajira,Colombia,11.21943,-73.21471,Bushnell 100,NA,WGS84,Pilosa,Myrmecophagidae,Tamandua,Tamandua mexicana,LC,23,8,2019,4,12,2019,camera trap,Bushnell,NO,1,5,4.854369,RAI,NA,103,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,"2.4.3. Mosaic of crops, pastures and natural spaces",NA
2184,ProCat_Riqueza_GUAJIRA,Procat,ProCat_180,NA,Unpublished,Abundancia,Secundario,Casa Blanca (Via Dibulla-Casa Aluminio),0,Dibulla,La Guajira,Colombia,11.22899,-73.31202,Bushnell 104,NA,WGS84,Carnivora,Felidae,Leopardus,Leopardus pardalis,LC,26,8,2019,3,12,2019,camera trap,Bushnell,NO,1,11,2.552204,RAI,NA,431,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.3. Weeded Pastures,NA
2185,ProCat_Riqueza_GUAJIRA,Procat,ProCat_181,NA,Unpublished,Abundancia,Secundario,Casa Blanca (Via Dibulla-Casa Aluminio),0,Dibulla,La Guajira,Colombia,11.22899,-73.31202,Bushnell 104,NA,WGS84,Carnivora,Felidae,Herpailurus,Herpailurus yagouaroundi,LC,26,8,2019,3,12,2019,camera trap,Bushnell,NO,1,2,0.464037,RAI,NA,431,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.3. Weeded Pastures,NA
2186,ProCat_Riqueza_GUAJIRA,Procat,ProCat_182,NA,Unpublished,Abundancia,Secundario,Casa Blanca (Via Dibulla-Casa Aluminio),0,Dibulla,La Guajira,Colombia,11.22899,-73.31202,Bushnell 104,NA,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,26,8,2019,3,12,2019,camera trap,Bushnell,NO,1,4,0.928074,RAI,NA,431,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.3. Weeded Pastures,NA
2187,ProCat_Riqueza_GUAJIRA,Procat,ProCat_183,NA,Unpublished,Abundancia,Secundario,Casa Blanca (Via Dibulla-Casa Aluminio),0,Dibulla,La Guajira,Colombia,11.22899,-73.31202,Bushnell 104,NA,WGS84,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,LC,26,8,2019,3,12,2019,camera trap,Bushnell,NO,1,2,0.464037,RAI,NA,431,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.3. Weeded Pastures,NA
2188,ProCat_Riqueza_GUAJIRA,Procat,ProCat_184,NA,Unpublished,Abundancia,Secundario,Casa Blanca (Via Dibulla-Casa Aluminio),0,Dibulla,La Guajira,Colombia,11.22899,-73.31202,Bushnell 104,NA,WGS84,Carnivora,Mephitidae,Conepatus,Conepatus semistriatus,LC,26,8,2019,3,12,2019,camera trap,Bushnell,NO,1,1,0.232019,RAI,NA,431,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.3. Weeded Pastures,NA
2189,ProCat_Riqueza_GUAJIRA,Procat,ProCat_185,NA,Unpublished,Abundancia,Secundario,Casa Blanca (Via Dibulla-Casa Aluminio),0,Dibulla,La Guajira,Colombia,11.22899,-73.31202,Bushnell 104,NA,WGS84,Artiodactyla,Cervidae,Mazama,Mazama sanctaemartae,NE,26,8,2019,3,12,2019,camera trap,Bushnell,NO,1,14,3.24826,RAI,NA,431,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.3. Weeded Pastures,NA
2190,ProCat_Riqueza_GUAJIRA,Procat,ProCat_186,NA,Unpublished,Abundancia,Secundario,Casa Blanca (Via Dibulla-Casa Aluminio),0,Dibulla,La Guajira,Colombia,11.22899,-73.31202,Bushnell 104,NA,WGS84,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,LC,26,8,2019,3,12,2019,camera trap,Bushnell,NO,1,11,2.552204,RAI,NA,431,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.3. Weeded Pastures,NA
2191,ProCat_Riqueza_GUAJIRA,Procat,ProCat_187,NA,Unpublished,Abundancia,Secundario,Casa Blanca (Via Dibulla-Casa Aluminio),0,Dibulla,La Guajira,Colombia,11.22899,-73.31202,Bushnell 104,NA,WGS84,Pilosa,Myrmecophagidae,Tamandua,Tamandua mexicana,LC,26,8,2019,3,12,2019,camera trap,Bushnell,NO,1,3,0.696056,RAI,NA,431,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.3. Weeded Pastures,NA
2192,ProCat_Riqueza_GUAJIRA,Procat,ProCat_188,NA,Unpublished,Abundancia,Secundario,Campana Nueva,0,Dibulla,La Guajira,Colombia,11.22861,-73.23721,Bushnell 106,NA,WGS84,Carnivora,Felidae,Leopardus,Leopardus pardalis,LC,30,8,2019,3,12,2019,camera trap,Bushnell,NO,1,13,13.684211,RAI,NA,95,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.2. Permanent crops,2.2.3. Permanent tree crops,NA
2193,ProCat_Riqueza_GUAJIRA,Procat,ProCat_189,NA,Unpublished,Abundancia,Secundario,Campana Nueva,0,Dibulla,La Guajira,Colombia,11.22861,-73.23721,Bushnell 106,NA,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,30,8,2019,3,12,2019,camera trap,Bushnell,NO,1,7,7.368421,RAI,NA,95,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.2. Permanent crops,2.2.3. Permanent tree crops,NA
2194,ProCat_Riqueza_GUAJIRA,Procat,ProCat_190,NA,Unpublished,Abundancia,Secundario,Campana Nueva,0,Dibulla,La Guajira,Colombia,11.22861,-73.23721,Bushnell 106,NA,WGS84,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,LC,30,8,2019,3,12,2019,camera trap,Bushnell,NO,1,11,11.578947,RAI,NA,95,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.2. Permanent crops,2.2.3. Permanent tree crops,NA
2195,ProCat_Riqueza_GUAJIRA,Procat,ProCat_191,NA,Unpublished,Abundancia,Secundario,Campana Nueva,0,Dibulla,La Guajira,Colombia,11.22861,-73.23721,Bushnell 106,NA,WGS84,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,LC,30,8,2019,3,12,2019,camera trap,Bushnell,NO,1,31,32.631579,RAI,NA,95,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.2. Permanent crops,2.2.3. Permanent tree crops,NA
2196,ProCat_Riqueza_GUAJIRA,Procat,ProCat_192,NA,Unpublished,Abundancia,Secundario,Campana Nueva,0,Dibulla,La Guajira,Colombia,11.22861,-73.23721,Bushnell 106,NA,WGS84,Carnivora,Mephitidae,Conepatus,Conepatus semistriatus,LC,30,8,2019,3,12,2019,camera trap,Bushnell,NO,1,9,9.473684,RAI,NA,95,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.2. Permanent crops,2.2.3. Permanent tree crops,NA
2197,ProCat_Riqueza_GUAJIRA,Procat,ProCat_193,NA,Unpublished,Abundancia,Secundario,Campana Nueva,0,Dibulla,La Guajira,Colombia,11.22861,-73.23721,Bushnell 106,NA,WGS84,Rodentia,Sciuridae,Sciurus,Sciurus granatensis,LC,30,8,2019,3,12,2019,camera trap,Bushnell,NO,1,2,2.105263,RAI,NA,95,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.2. Permanent crops,2.2.3. Permanent tree crops,NA
2198,ProCat_Riqueza_GUAJIRA,Procat,ProCat_194,NA,Unpublished,Abundancia,Secundario,Campana Nueva,0,Dibulla,La Guajira,Colombia,11.22861,-73.23721,Bushnell 106,NA,WGS84,Pilosa,Myrmecophagidae,Tamandua,Tamandua mexicana,LC,30,8,2019,3,12,2019,camera trap,Bushnell,NO,1,3,3.157895,RAI,NA,95,0,NA,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.2. Permanent crops,2.2.3. Permanent tree crops,NA
